Notebooks;preco;parcelas;valor_parcelas
"Notebook Asus, Intel® CoreT i7 1165G7, 8GB, 256GB, Tela de 15,6&quot;, NVIDIA MX330, VivoBook 15, Preto - X513EP-EJ232T";5.799,00;10;579,90
"Notebook Gamer Dell G15-i1000-M10P 15.6&quot; FHD 10ª Geração Intel Core i5 8GB 256GB SSD NVIDIA 1650 Windows 11";6.199,00;10;619,90
"Notebook Gamer Dell G15-i1100-M30P 15.6&quot; FHD 11ª Geração Intel Core i5 8GB 512GB SSD NVIDIA RTX 3050 Windows 11";7.099,00;10;709,90
"Notebook Gamer Dell G15-i1100-M50PB 15.6&quot; FHD 11ª Ger Intel Core i7 16GB 512GB SSD NVIDIA RTX 3060 Windows 11 + Mochila";9.979,00;10;997,90
Notebook Acer Aspire 5 I3-1005g1 8gb 256ssd+1tb Tela 14 Hd;4.599,00;10;459,90
Notebook Acer Aspire 5 I3-1005g1 12gb 256ssd+2tb Tela 14 Hd;5.049,00;10;504,90
Notebook Acer Aspire 5 I3-1005g1 8gb 128ssd+2tb Tela 14 Hd;4.799,00;10;479,90
Notebook Acer Aspire 5 I3-1005g1 20gb 128ssd+2tb Tela 14 Hd;5.499,00;10;549,90
Notebook Acer Aspire 5 I3-1005g1 12gb 256 Ssd Tela 14 Hd;4.449,00;10;444,90
Notebook Acer Aspire 5 I3-1005g1 8gb 2tb Ssd Tela 14 Hd;6.449,00;10;644,90
Notebook Acer Aspire 5 I3-1005g1 12gb 512ssd+2tb Tela 14 Hd;5.449,00;10;544,90
Notebook Acer Aspire 5 I3-1005g1 8gb 256ssd+2tb Tela 14 Hd;4.949,00;10;494,90
Notebook Acer Aspire 5 I3-1005g1 20gb 2tb Ssd Tela 14 Hd;6.849,00;10;684,90
Notebook Acer Aspire 5 I3-1005g1 4gb 128ssd+1tb Tela 14 Hd;4.299,00;10;429,90
Notebook Acer Aspire 5 I3-1005g1 20gb 1tbssd+1tb Tela 14 Hd;6.199,00;10;619,90
Notebook Acer Aspire 5 I3-1005g1 12gb 2tb Ssd Tela 14 Hd;6.549,00;10;654,90
Notebook Acer Aspire 5 I3-1005g1 4gb 1tbssd+1tb Tela 14 Hd;5.549,00;10;554,90
Notebook Acer Aspire 5 I3-1005g1 4gb 1tbssd+2tb Tela 14 Hd;5.849,00;10;584,90
Notebook Acer Aspire 5 I3-1005g1 4gb 2tb Ssd Tela 14 Hd;6.249,00;10;624,90
Notebook Acer Aspire 5 I3-1005g1 8gb 512ssd+2tb Tela 14 Hd;5.299,00;10;529,90
Notebook Everex Exbook Intel Core i5-5257U, 4GB DDR3, Tela 15.6”, 120GB SSD e Windows 10;5.881,99;10;588,20
"Notebook Aorus Gamer 15.6&quot; I7 9Th Geração 8Gb Ssd256Gb + Hdd1Tb Win 10 Home Placa De Vídeo Gtx1650 Gddr5 4Gb";11.749,99;10;1.175,00
Notebook Acer Aspire 5 I3-1005g1 8gb 128ssd+1tb Tela 14 Hd;4.499,00;10;449,90
Notebook Acer Aspire 5 I3-1005g1 20gb 256 Ssd Tela 14 Hd;4.749,00;10;474,90
Notebook Acer Aspire 5 I3-1005g1 8gb 1tb Ssd Tela 14 Hd;5.449,00;10;544,90
Notebook Acer Aspire 5 I3-1005g1 8gb 1tbssd+1tb Tela 14 Hd;5.749,00;10;574,90
Notebook Acer Aspire 5 I3-1005g1 12gb 1tbssd+1tb Tela 14 Hd;5.849,00;10;584,90
Notebook Acer Aspire 5 I3-1005g1 4gb 512ssd+2tb Tela 14 Hd;5.099,00;10;509,90
Notebook Acer Aspire 5 I3-1005g1 4gb 512 Ssd Tela 14 Hd;4.499,00;10;449,90
Notebook Acer Aspire 5 I3-1005g1 20gb 256ssd+1tb Tela 14 Hd;5.299,00;10;529,90
Notebook Acer Aspire 5 I3-1005g1 12gb 128ssd+1tb Tela 14 Hd;4.599,00;10;459,90
Notebook Acer Aspire 5 I3-1005g1 12gb 256ssd+1tb Tela 14 Hd;4.749,00;10;474,90
Notebook Acer Aspire 5 I3-1005g1 12gb 512 Ssd Tela 14 Hd;4.799,00;10;479,90
Notebook Acer Aspire 5 I3-1005g1 20gb 1tbssd+2tb Tela 14 Hd;6.499,00;10;649,90
Notebook Acer Aspire 5 I3-1005g1 8gb 512ssd+1tb Tela 14 Hd;4.999,00;10;499,90
Notebook Acer Aspire 5 I3-1005g1 20gb 512 Ssd Tela 14 Hd;5.099,00;10;509,90
Notebook Acer Aspire 5 I3-1005g1 20gb 512ssd+2tb Tela 14 Hd;5.999,00;10;599,90
Notebook Acer Aspire 5 I3-1005g1 4gb 1tb Ssd Tela 14 Hd;5.249,00;10;524,90
Notebook Acer Aspire 5 I3-1005g1 12gb 512ssd+1tb Tela 14 Hd;5.149,00;10;514,90
Notebook Acer Aspire 5 I3-1005g1 12gb 128 Ssd Tela 14 Hd;4.299,00;10;429,90
Notebook Acer Aspire 5 I3-1005g1 12gb 1tbssd+2tb Tela 14 Hd;6.199,00;10;619,90
Notebook Acer Aspire 5 I3-1005g1 20gb 256ssd+2tb Tela 14 Hd;5.599,00;10;559,90
Notebook Acer Aspire 5 I3-1005g1 12gb 128ssd+2tb Tela 14 Hd;4.949,00;10;494,90
Notebook Acer Aspire 5 I3-1005g1 4gb 128ssd+2tb Tela 14 Hd;4.599,00;10;459,90
Notebook Acer Aspire 5 I3-1005g1 4gb 256ssd+1tb Tela 14 Hd;4.449,00;10;444,90
Notebook Acer Aspire 5 I3-1005g1 4gb 256ssd+2tb Tela 14 Hd;4.749,00;10;474,90
Notebook Acer Aspire 5 I3-1005g1 8gb 512 Ssd Tela 14 Hd;4.699,00;10;469,90
Notebook Acer Aspire 5 I3-1005g1 8gb 256 Ssd Tela 14 Hd;4.299,00;10;429,90
Notebook Acer Aspire 5 I3-1005g1 20gb 512ssd+1tb Tela 14 Hd;5.699,00;10;569,90
Notebook Acer Aspire 5 I3-1005g1 12gb 1tb Ssd Tela 14 Hd;5.549,00;10;554,90
Notebook Acer Aspire 5 I3-1005g1 8gb 1tbssd+2tb Tela 14 Hd;6.049,00;10;604,90
Notebook Acer Aspire 5 I3-1005g1 20gb 128ssd+1tb Tela 14 Hd;5.199,00;10;519,90
Notebook Acer Aspire 5 I3-1005g1 4gb 512ssd+1tb Tela 14 Hd;4.799,00;10;479,90
Notebook Acer Aspire 5 I3-1005g1 20gb 128 Ssd Tela 14 Hd;4.649,00;10;464,90
"Notebook Gamer Dell G15-i1100-M50P 15.6&quot; FHD 11ª Geração Intel Core i7 16GB 512GB SSD NVIDIA RTX 3060 Windows 11";9.699,00;10;969,90
Notebook Vaio 3341165 Vjfe52f11x-b0111h Fe15 I5-10210u 8gb 1tb 15 Led Hd Win10h;6.583,50;10;658,35
"Kit Notebook Dell Inspiron 3501-M70PF 15.6&quot; HD 11ª G Intel Core i7 8GB 256GB SSD NVIDIA GeForce Windows 10 Microsoft 365";5.739,00;10;573,90
Notebook Compaq CQ29 15.6P I5 8GB 480GBSSD W10 - CQ29 Preto Bivolt;5.182,56;10;518,26
"Notebook  Samsung Galaxy Book S Intel Core i5- L16G7 8GB 256GB SSD 13,3&quot; Full HD  Windows 10 Home, Cinza";6.353,94;10;635,39
Notebook Asus X543UA-DM3458T - Tela 15.6 Full HD, Intel i5, 4GB, SSD 256GB, Windows 10 - Cinza;4.258,62;10;425,86
"Kit Notebook Dell Inspiron 3501-M80PB 15.6&quot; HD 11ªG Intel Core i7 8GB 128GB SSD + 1TB HD NVIDIA GeForce Win 10 + Mochila";5.839,00;10;583,90
"Kit Notebook Dell Inspiron 3501-M80PM 15.6&quot; HD 11ª G Intel Core i7 8GB 128GB SSD + 1TB HD NVIDIA GeForce Win 10 + Mouse";5.799,00;10;579,90
"Kit Notebook Dell Inspiron 3501-M80PF 15.6&quot; HD 11ªG Intel Core i7 8GB 128GB SSD+1TB HD NVIDIA GeForce W10 Microsoft 365";5.939,00;10;593,90
"Kit Notebook Dell Inspiron 3501-M80SB 15.6&quot; HD 11ª G Intel Core i7 8GB 128GB SSD + 1TB HD NVIDIA GeForce Win10 + Mochila";5.839,00;10;583,90
"Notebook Dell Inspiron 3501-M80P 15.6&quot; HD 11ª Ger. Intel Core i7 8GB 128GB SSD + 1TB HD NVIDIA GeForce Windows 10 Preto";6.199,00;10;619,90
Notebook Vaio Core I7-1065g7 36gb 512 Ssd Tela 15,6 Fhd;6.749,00;10;674,90
Notebook Vaio Core I7-1065g7 8gb 1tbssd+2tb Tela 15,6 Fhd;6.799,00;10;679,90
Notebook Vaio Core I7-1065g7 36gb 2tb Ssd Tela 15,6 Fhd;8.349,00;10;834,90
Notebook Vaio Core I7-1065g7 20gb 128ssd+2tb Tela 15,6 Fhd;6.249,00;10;624,90
Notebook Vaio Core I7-1065g7 36gb 1tbssd+2tb Tela 15,6 Fhd;7.849,00;10;784,90
Notebook Vaio Core I7-1065g7 12gb 512ssd+1tb Tela 15,6 Fhd;5.849,00;10;584,90
Notebook Vaio Core I7-1065g7 20gb 256ssd+1tb Tela 15,6 Fhd;6.049,00;10;604,90
Notebook Vaio Core I7-1065g7 8gb 128ssd+1tb Tela 15,6 Fhd;5.249,00;10;524,90
Notebook Vaio Core I7-1065g7 20gb 256 Ssd Tela 15,6 Fhd;5.749,00;10;574,90
Notebook Vaio Core I7-1065g7 12gb 512ssd+2tb Tela 15,6 Fhd;6.199,00;10;619,90
Notebook Vaio Core I7-1065g7 20gb 128 Ssd Tela 15,6 Fhd;5.599,00;10;559,90
Notebook Vaio Core I7-1065g7 8gb 1tbssd+1tb Tela 15,6 Fhd;6.499,00;10;649,90
Notebook Vaio Core I7-1065g7 36gb 128 Ssd Tela 15,6 Fhd;6.249,00;10;624,90
Notebook Vaio Core I7-1065g7 12gb 1tb Ssd Tela 15,6 Fhd;6.299,00;10;629,90
Notebook Vaio Core I7-1065g7 12gb 256ssd+2tb Tela 15,6 Fhd;5.799,00;10;579,90
Notebook Vaio Core I7-1065g7 8gb 1tb Ssd Tela 15,6 Fhd;6.199,00;10;619,90
Notebook Vaio Core I7-1065g7 8gb 2tb Ssd Tela 15,6 Fhd;7.299,00;10;729,90
Notebook Vaio Core I7-1065g7 12gb 1tbssd+2tb Tela 15,6 Fhd;6.949,00;10;694,90
Notebook Vaio Core I7-1065g7 36gb 128ssd+1tb Tela 15,6 Fhd;6.549,00;10;654,90
Notebook Vaio Core I7-1065g7 12gb 256ssd+1tb Tela 15,6 Fhd;5.499,00;10;549,90
Notebook Vaio Core I7-1065g7 20gb 1tbssd+2tb Tela 15,6 Fhd;7.249,00;10;724,90
Notebook Vaio Core I7-1065g7 12gb 1tbssd+1tb Tela 15,6 Fhd;6.599,00;10;659,90
Notebook Vaio Core I7-1065g7 20gb 512ssd+2tb Tela 15,6 Fhd;6.749,00;10;674,90
Notebook Vaio Core I7-1065g7 20gb 512 Ssd Tela 15,6 Fhd;6.099,00;10;609,90
Notebook Vaio Core I7-1065g7 20gb 1tb Ssd Tela 15,6 Fhd;6.599,00;10;659,90
Notebook Vaio Core I7-1065g7 20gb 2tb Ssd Tela 15,6 Fhd;7.749,00;10;774,90
Notebook Vaio Core I7-1065g7 20gb 128ssd+1tb Tela 15,6 Fhd;5.949,00;10;594,90
Notebook Vaio Core I7-1065g7 36gb 256ssd+1tb Tela 15,6 Fhd;6.699,00;10;669,90
Notebook Vaio Core I7-1065g7 20gb 1tbssd+1tb Tela 15,6 Fhd;6.949,00;10;694,90
Notebook Vaio Core I7-1065g7 12gb 128 Ssd Tela 15,6 Fhd;5.049,00;10;504,90
Notebook Vaio Core I7-1065g7 12gb 128ssd+2tb Tela 15,6 Fhd;5.699,00;10;569,90
Notebook Vaio Core I7-1065g7 8gb 256ssd+1tb Tela 15,6 Fhd;5.349,00;10;534,90
Notebook Vaio Core I7-1065g7 20gb 256ssd+2tb Tela 15,6 Fhd;6.349,00;10;634,90
Notebook Vaio Core I7-1065g7 12gb 2tb Ssd Tela 15,6 Fhd;7.449,00;10;744,90
Notebook Vaio Core I7-1065g7 12gb 128ssd+1tb Tela 15,6 Fhd;5.349,00;10;534,90
Notebook Vaio Core I7-1065g7 8gb 512ssd+2tb Tela 15,6 Fhd;6.049,00;10;604,90
Notebook Vaio Core I7-1065g7 36gb 128ssd+2tb Tela 15,6 Fhd;6.849,00;10;684,90
Notebook Vaio Core I7-1065g7 8gb 128 Ssd Tela 15,6 Fhd;4.949,00;10;494,90
Notebook Vaio Core I7-1065g7 20gb 512ssd+1tb Tela 15,6 Fhd;6.449,00;10;644,90
Notebook Vaio Core I7-1065g7 8gb 512 Ssd Tela 15,6 Fhd;5.449,00;10;544,90
Notebook Vaio Core I7-1065g7 36gb 512ssd+1tb Tela 15,6 Fhd;7.049,00;10;704,90
Notebook Vaio Core I7-1065g7 36gb 1tbssd+1tb Tela 15,6 Fhd;7.549,00;10;754,90
Notebook Vaio Core I7-1065g7 36gb 1tb Ssd Tela 15,6 Fhd;7.249,00;10;724,90
Notebook Vaio Core I7-1065g7 8gb 512ssd+1tb Tela 15,6 Fhd;5.749,00;10;574,90
Notebook Vaio Core I7-1065g7 36gb 256 Ssd Tela 15,6 Fhd;6.349,00;10;634,90
Notebook Vaio Core I7-1065g7 36gb 512ssd+2tb Tela 15,6 Fhd;7.349,00;10;734,90
Notebook Vaio Core I7-1065g7 36gb 256ssd+2tb Tela 15,6 Fhd;6.999,00;10;699,90
Notebook Vaio Core I7-1065g7 12gb 512 Ssd Tela 15,6 Fhd;5.549,00;10;554,90
Notebook Vaio Core I7-1065g7 8gb 256 Ssd Tela 15,6 Fhd;5.049,00;10;504,90
Notebook Vaio Core I7-1065g7 8gb 256ssd+2tb Tela 15,6 Fhd;5.699,00;10;569,90
Notebook Vaio Core I7-1065g7 12gb 256 Ssd Tela 15,6 Fhd;5.199,00;10;519,90
Notebook Samsung Book S Intel Core I5 512gb Ssd 8gb Ram;6.981,45;10;698,14
Notebook Vaio Core I7-1065g7 8gb 128ssd+2tb Tela 15,6 Fhd;5.549,00;10;554,90
"Notebook Gamer 2 A.M. E550 CI581TBSEFI Intel Core i5-9400 8GB 1 TB HDD SATA 15.6&quot; Full HD Retroiluminado FreeDOS - Chumbo Escuro";5.449,00;10;544,90
Notebook ASUS M515DA-EJ533T AMD Ryzen 7 3700U 8GB 256GB SSD W10 15,6`` LED-backlit TFT LCD Anti-Glare Cinza Escuro;5.499,00;10;549,90
Notebook ASUS X515JF-EJ153T Cinza;5.999,00;10;599,90
Notebook Acer Aspire 5 A514-53-5239 Intel Core i5 4GB 256GB SSD 14` Windows 10;5.499,00;10;549,90
"Notebook ASUS VivoBook X543UA-DM3458T Intel Core i5 8250U 4GB 256GB SSD W10 15,60&quot; LED-backlit TFT LCD Anti-Glare Cinza Escuro";4.699,00;10;469,90
"Notebook Dell Inspiron 3501-M60P 15.6&quot; HD 11ª Geração Intel Core i7 8GB 256GB SSD Windows 10 Preto";5.499,00;10;549,90
"Kit Notebook Dell Inspiron 3501-M60PF 15.6&quot; HD 11ª Geração Intel Core i7 8GB 256GB SSD Windows 10 Microsoft 365 Preto";5.739,00;10;573,90
"Notebook Dell Inspiron 3501-U60P 15.6&quot; HD 11ª Geração Intel Core i7 8GB 256GB SSD Linux Preto";5.349,00;10;534,90
"Kit Notebook Dell Inspiron 3501-M60SB 15.6&quot; HD 11ª Geração Intel Core i7 8GB 256GB SSD Windows 10 + Mochila";5.639,00;10;563,90
"Notebook Lenovo IdeaPad 3i-IML, Tela de 15.6&quot;, Intel Core i5, Windows 10, SSD 256GB, 8GB RAM, Prata";4.599,00;10;459,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 256ssd+2tb 15,6;4.599,00;10;459,90
Notebook Lenovo Ideapad Core I3-10110u 8gb 512ssd+2tb 15,6;4.849,00;10;484,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 1tb Ssd 15,6 Hd;5.149,00;10;514,90
Notebook Lenovo Ideapad Core I3-10110u 4gb 512ssd+1tb 15,6;4.349,00;10;434,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 128ssd+2tb 15,6;4.499,00;10;449,90
Notebook Lenovo Ideapad Core I3-10110u 4gb 1tbssd+1tb 15,6;5.099,00;10;509,90
Notebook Lenovo Ideapad Core I3-10110u 4gb 2tb Ssd 15,6 Hd;5.949,00;10;594,90
Notebook Lenovo Ideapad Core I3-10110u 8gb 256ssd+2tb 15,6;4.499,00;10;449,90
Notebook Lenovo Ideapad Core I3-10110u 4gb 1tb Ssd 15,6 Hd;4.799,00;10;479,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 1tbssd+2tb 15,6;6.049,00;10;604,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 128ssd+1tb 15,6;4.749,00;10;474,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 256ssd+2tb 15,6;5.199,00;10;519,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 512 Ssd 15,6 Hd;4.949,00;10;494,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 512 Ssd 15,6 Hd;4.399,00;10;439,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 1tb Ssd 15,6 Hd;5.449,00;10;544,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 1tbssd+1tb 15,6;5.449,00;10;544,90
Notebook Lenovo Ideapad Core I3-10110u 4gb 1tbssd+2tb 15,6;5.449,00;10;544,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 2tb Ssd 15,6 Hd;6.549,00;10;654,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 128 Ssd 15,6 Hd;4.449,00;10;444,90
Notebook Lenovo Ideapad Core I3-10110u 8gb 1tb Ssd 15,6 Hd;4.999,00;10;499,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 256ssd+1tb 15,6;4.299,00;10;429,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 128ssd+2tb 15,6;5.049,00;10;504,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 2tb Ssd 15,6 Hd;6.249,00;10;624,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 1tbssd+2tb 15,6;5.749,00;10;574,90
Notebook Lenovo Ideapad Core I3-10110u 4gb 256ssd+2tb 15,6;4.299,00;10;429,90
Notebook Lenovo Ideapad Core I3-10110u 4gb 512ssd+2tb 15,6;4.699,00;10;469,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 512ssd+2tb 15,6;4.999,00;10;499,90
Notebook Lenovo Ideapad Core I3-10110u 12gb 512ssd+1tb 15,6;4.699,00;10;469,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 256ssd+1tb 15,6;4.849,00;10;484,90
Notebook Lenovo Ideapad Core I3-10110u 8gb 1tbssd+1tb 15,6;5.299,00;10;529,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 256 Ssd 15,6 Hd;4.549,00;10;454,90
Notebook Lenovo Ideapad Core I3-10110u 8gb 128ssd+2tb 15,6;4.349,00;10;434,90
Notebook Lenovo Ideapad Core I3-10110u 8gb 512ssd+1tb 15,6;4.549,00;10;454,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 1tbssd+1tb 15,6;5.749,00;10;574,90
Notebook Lenovo Ideapad Core I3-10110u 20gb 512ssd+1tb 15,6;5.249,00;10;524,90
Notebook Lenovo Ideapad Core I3-10110u 8gb 1tbssd+2tb 15,6;5.599,00;10;559,90
Notebook Asus VivoBook 15, Intel Core i7 10510U, 8GB, 512GB SSD - X512FJ-EJ556T + Microsoft 365 Personal - QQ2-00481;6.690,20;10;669,02
Notebook Lenovo Ideapad S145 - Tela 15.6, Intel i3 1005G1, 12GB, HD 1TB + SSD 128GB, Windows 10;0;0;0
Notebook Lenovo Ideapad S145 - Tela 15.6, Intel i3 1005G1, 8GB, HD 1TB + SSD 128GB, Windows 10;4.422,38;10;442,24
Notebook Lenovo Ideapad S145 - Tela 15.6, Intel i3 1005G1, 12GB, SSD 480GB, Windows 10;0;0;0
