nome;preco_a_vista;parcelas;preco_parcelado
Cozinha Infantil Com Refrigerador Mdf Diana Rosa Ofertamo;683,14;1;0
3 Fan Car refrigerador Energia Solar Cooling abertura de exaustão do carro portátil Gills Refrigerador co;189,02;12;15,75
Prateleira De Garrafas Porta Geladeira Consul Transparente;40,73;4;10,18
Suporte Pé Para Geladeira E Fogão Gira Fácil Branco;997;12;83,08
Carrinho P/fogão Geladeira Suporte Pé Gira Fácil Preto;229,8;10;22,98
Refrigerador/Freezer Horizontal Gelopar GHBS-410 Branco 411L;2,789,10;1;0
Move Fácil Móveis Pesados Levanta Geladeira Fogão 5 Peças;59,9;3;19,96
Geladeira Consul 261 litros Degelo Seco com Gavetão Hortifruti 110V 110V;1,529,10;1;0
Kit 06 Portas Condimento Tpero Inox Magnético Imã Geladeira;54,9;2;27,45
Geladeira Infantil Brinquedo Branca E Rosa Com Acessórios Magic Toys;187,64;1;0
Resistência Aquecimento Bivolt para Cooktop Brastp 2400W- 326019894;480,15;1;0
Refrigerador Frost Free Inverse 443 L Inox Brastp 110V;4,319,10;1;0
Suporte Pé Gira Fácil Carrinho Fogão Geladeira Armário Inox;199,9;10;19,99
Frigobar Brastp Retrô 76 Litros Vermelho 110v;2,159,10;1;0
Geladeira/Refrigerador Samsung 602 Litros RS65R5691M9 com Flexzone 3 Portas Frost Free Inox;13,999,00;12;1,166,58
Tampa da Gaveta de Legumes para Geladeira Consul;49,85;5;9,97
Carrinho P/fogão Geladeira Suporte Pé Gira Fácil Branco;229,8;4;57,45
Compressor Geladeira Caminhão 12/24 Volts Bar25;948;10;94,8
Kit 2 Travas de Segurança Para Portas Geladeiras Armarios Infantil Kababy;24,99;1;24,99
Capa Frigobar Brastp Retrô Bra08 Impermeável E Resistente;61,04;6;10,17
Kit 2 Organizadores De Geladeira 5L Porta Frutas Legumes Vegetais Com Respiradouro Clear Fresh OU;126,16;6;21,02
Carrinho P/fogão Geladeira Suporte Girab Preto 303 250kg;234,8;12;19,56
Gaveta Inferior Do Freezer Refrigerador Brastp Bre80Ar;143,7;12;11,97
Adesivo Envelopamento Prata Tipo Inox Aço Escovado Geladeira;19,39;1;0
Suporte Ajustável Para Máquina De Lavar Roupa Base Estável Para Geladeira 4 Pés Fortes;148,18;12;12,34
Lâmpada Fogão forno Brastp Consul Electrolux 220V 25W;19,9;2;9,95
Filtro De Água Central 1000l/h Aço Inoxidável;1,470,00;12;122,5
"Capa Protetora Secadora Brastp Bsr10 Ative 10 Kg Ative ;;;";60;6;10
Refil Filtro Externo Electrolux 80021927 para Geladeira Refrigerador Side by Side Electrolux - Original;113,9;11;10,35
Expositor Refrigerador 3 Portas Black 1050 Litros Frilux;7,899,00;10;789,9
Carrinho Para fogão geladeira suporte pé Gira fácil Branco;234;4;58,5
Capa grossa impermeável Maquina De Lavar Brastp/Electrolux/Consul 12Kg 15kg 16kg C Zíper Tam, G Desenho Pet Gato Azul;65,9;6;10,98
Frigobar Midea 124 Litros MRC12B1;1,342,90;12;111,9
Refrigerador Gelopar Conveniencia Turmalina 1 Porta 230 Litros Placa Fria - Preto;3,699,91;10;369,99
Porta Do Freezer - Re28 Re35;49,9;5;9,98
Filtro Antibactéria Antiodor Refrigerador Consul B Estar;49,9;5;9,98
Kit 3 Prateleiras Estante 60x10 Madeira mdf Brancas + Suporte Invisível;60,9;6;10,15
Resistencia Churrasqueira Elétrica Cotherm Elite Grill;53,6;5;10,72
Carrinho P/ Geladeira Cervejeira Gira Fácil Preto;229,8;10;22,98
Gaveta de Legumes Original;69,52;7;9,93
Refrigerador Expositor Vertical Bebidas 127V VB52AH Optima Branca 497 Litros - Metalfrio;4,700,21;10;470,02
Aparador De Agua Refrigerador Consul Crc23 W10423803;89,9;9;9,98
Ice Maker Completo para Refrigerador Electrolux;679,91;1;0
3 Prateleiras Acrílica Refrigerador Geladeira Acrílica Bosch Ksu40 Ksu44;120;12;10
Protetor Contra Queda De Energia Pw Para Freezer E Geladeira 220v;49,4;1;0
Logotipo bla Adesivo Geladeira Electrolux df46 df50 df50x Original;20,99;2;10,49
Grade p/ forno de bancada dako supre;69,9;7;9,98
Mini Geladeira 10 Litros Painel Led Trivolt 127/220 e 12v Com Cabo Ac/dc Tv015 Branca;1,047,39;10;104,73
Armário Aéreo Refrigerador Cozinha Modulada Kelly Aramóveis;85,54;1;0
Manta Magnetica Imã De Geladeira 0,3Mm Com 5 Folhas;42,8;4;10,7
Borracha Da Trpe Grade Fogão Cooktop Fischer 20 Peças;18,82;1;18,82
Filtro Refrigerador french door Samsung Da2900020b original;279,56;12;23,29
Refrigerador Electrolux Frost Free 382 Litros Top Freezer Platinum TF42S – 127 Volts;3,058,30;0;0
Refrigerador Smart LG Side by Side 601 Litros Inverter com InstaView Door-in-Door e Hygiene Fresh Inox GC-X247CSBV – 127 Volts;16,641,08;1;0
Geladeira Infantil - Sweet Fantasy - Gela Sorvetinho - Cardoso;142,4;1;0
Refrigerador porta de vidro 572l vb52ah all black optima - metalfrio;5,217,10;1;0
Termômetro Digital Freezer Geladeira Aquário Chocadeira C°;26,04;1;0
Termostato Com Aquecedor HT-1300 - Q3 - 200w - 127v;70;7;10
Refrigerador/Expositor Vertical Auto Serviço Frios e Laticínios 5 Portas asfl Plus Refrimate;12,218,74;1;0
Carrinho P/fogão Geladeira Suporte GiraB Cromado 302 400kg;316,8;12;26,4
Geladeira Side By Side Eco Inverter Philco 434 Litros Inox PRF533ID - 110V;5,180,00;12;431,66
Termostato Robertshaw para Refrigeradores Electrolux FV-F | FE com Regulag RC 52609-2|P;39;3;13
Cesto Organizador Expansível Ajustável Multiuso de Geladeira - Boni;25,9;1;25,9
Termostato Freezer Vertical Electrolux Ff240 Ffe24;89,84;9;9,98
Compressor braco 1/10 hp 110V R134-A;446,49;12;37,2
Kit 3 Filtro Geladeira Antiodor Consul B Estar Crm45 Crm49;143;12;11,91
Refrigerador/Expositor Vertical Auto Serviço Frios e Laticínios 3 Portas asfl Plus Refrimate;8,504,24;1;0
Adesivo Para Envelopamento Total Geladeira Prata Inox Tam G;66,5;1;0
Adesivo para Geladeira Família Pinguim - Pequeno 37x48cm;39,19;1;0
Adesivo geladeira envelopamento total Cervejas na jarra;84,15;1;0
Frigobar PH50N 47 Litros Philco 127V;717,25;1;0
Grelha Trpe Brastp Ative e Consul Ferro Fundido Original;136,99;12;11,41
Kit 04 Rodízio Rodinha Pé Geladeira Fogão Freezer Universal;37,99;3;12,66
Freezer Horizontal Metalfrio Nf40s Supra 400L Tampa De Vidro;3,657,60;1;0
Resistência Degelo Geladeira Brastp 127V - W10630751;75,66;1;0
Conjunto de 3 Prateleiras Acrílicas Refrigerador Copacabana Continental Bosch;159,9;12;13,32
Pé Para Geladeira Fogão Ou Freezer – 4 Pacote;44,55;1;0
KIT 2 Filtros de Água HAF-CIN/EXP Aqua Pure Plus para Refrigerador Samsung French Door e Side by Side;637,19;12;53,09
Organizador De Geladeira Porta Frutas Legumes Vegetais 5L Com Respiradouro Clear Fresh OU;70,08;3;23,36
Contact Vinil Parede Moveis Geladeira Aço Escovado 10m x 45cm;179,9;12;14,99
Imã Redondo 15mm X 3mm Artesanato Geladeira - 250 Unidades;43,5;4;10,87
Porta Geladeira Madesa Agata 1 Porta Basculante - Rustic/Cinza;440,99;1;0
Compressor braco 1/5 R134 IS70HHR - 127v;431,1;0;0
Kit 5 Tampas Gaveta Freezer Similar Electrolux Fe26 Fe18;145,99;12;12,16
Porta Ovos Consul;12,92;1;12,92
Kit 2 Acendedor Fogão Forno Vela Bic Lareira Mega Lighter;59,99;6;9,99
Refrigerador Geladeira Samsung Inverter Frost Free 385 Litros RT38K5A0KS9;4,129,90;12;344,15
Geladeira Brastp Frost Free com Freeze Control BRM54HB 400L;3,079,91;1;0
Adesivo para Geladeira Pinguins de Madagascar - Médio 17x90cm;12,97;1;0
Adesivo para envelopamento Geladeiras Móveis 5M X 50CM BRANCO BRILHO;70,46;1;0
Capa De Freezer Pazama, Consul 519L 2 Tampas;160,99;12;13,41
(navio dos eua) Promoções Detector de Vazamento de Refrigerante a Gás hfc cfc hfc R22 R134A Checker wjl;107,95;2;53,97
Placa Interface Painel Geladeira Electrolux Df43 Df46 Df48 64800224;59,9;6;9,98
Bar Cooler Refrigerador Flutuante Inflável Intex 30 Latas;139,99;2;69,99
Portão Segurança Pet Grade Proteção 84 A 89cm Cães Bebê - 7/8;142,91;12;11,9
Geladeira / Refrigerador Electrolux Duplex Cycle Defrost DC44 362 Litros Branco;2,323,11;1;0
Refrigerador Philco Side By Side 437L Eco Inverter 127v;4,399,91;1;0
Geladeira Infantil Monte Libano - 4590;157,69;1;0
Geladeira 75 Litros Resfriar para Caminhão;3,299,00;10;329,9
Adega Climatizada Para Vinhos 230 Litros Refrimate 220V;4,966,02;10;496,6
Prateleira Elite Sup Invisivel 900x250x25 Amendoa Tramontina;101,9;10;10,19
Geladeira Electrolux Automático French Door Inverter 4 Portas DM91X 540 Litros;15,809,07;1;0
Prateleira Inferior Da Porta Original Geladeira Consul CRA28B CRA28A CRC28B - 326014187;55,93;5;11,18
Filtro De Água Geladeira Side By Side Externo;59,99;6;9,99
Brincadeira de Casinha - Refrigerador - Disney - Mickey Mouse - 51 Cm - Xalingo;222,24;1;0
Refrigerador Smart LG 601 Litros Side by Side com IceWater e Syst e LG ThinQ Inox GC-L247SLUV – 220 Volts;10,394,00;1;0
Kit 2 Organizadores De Geladeira 5L Porta Frutas Legumes Vegetais Com Respiradouro Clear Fresh OU;110,53;1;0
Grade Prateleira Metalfrio Vb28 Vn28 Vb25 Vn25 Vb18 C/ 4 Sup;76;7;10,85
Refrigerador / Expositor Metalfrio 1 Porta Vertical VB25R com Porta de Vidro 276 litros - Branco;3,200,00;10;320
Refrigerador Electrolux Frost Free Inverter 454 Litros Inox IB53X - 220 Volts;4,673,16;0;0
Mini Geladeira 15 Litros branca Mini Cool;999;12;83,25
Interruptor Tripolar Original Geladeira Bosch Continental rsu rsv kdn - 425769;18,9;1;18,9
Refrigerador Bottom Freezer 02 portas Gorenje Retro ION Generation 329l Frost Free 220v;14,419,00;12;1,201,58
Bandeja Gelo Completo Refrigerador Electrolux A96999301;152,82;12;12,73
Kit 2 Refil Filtro Externo Planeta Água FP3 ice Geladeira Side by Side Electrolux Samsung LG T33;153,01;12;12,75
Resistência Degelo Refrigerador Ge Side By Side;175;12;14,58
Refil Glg-1 (compatível Com Geladeiras Side By Side Lg) - 1109;170,16;8;21,27
Kit Para Mudança Transportar Geladeira Fogão Móveis Ferramenta 5 Peças;69,9;3;23,3
Geladeira Infantil Sweent Fantasy Rosa Cardoso Toys;275,4;1;0
Imãs Botton Para Painel Magnético Fotos Geladeira Quadro;14,3;1;14,3
Adesivo geladeira envelopamento total Harley moto e logo - até 1,70x0,65 m;123,49;1;0
Acendedor De Fogão Recarregável A Gás Bico Flexível;15,9;1;15,9
Resistência Elétrica Inferior Forno Fischer Varios Modelo 1000w 30cm;29;2;14,5
Prateleira Perflex Slim Cromado - 12122110;216,69;12;18,05
Vela de Cerâmica para Filtro Tripla Ação Carvão Ativado e Prata Coloidal Esterilizante Stéfani;39,9;4;9,97
Filtro Externo Side By Side (universal) Ap717n - S Conectores - Hb004245211;69;6;11,5
Prateleira Porta Freezer Electrolux Dc47 Dc48 Dc49a 77490717;232,09;12;19,34
Resistência Arame 220v Secadora Brastp Grande;73,78;7;10,54
Resistência Secador Taiff 220V ref, 0828-70 - 2600W Original;55,79;1;0
Controlador de Tperatura Digital TC900 E LOG/02 115-230VAC Full Gauge;204,6;1;0
Kit 2 Lâmpadas Halógena Para Forno Fogao 25w 127v;55,34;1;0
Resistencia Elétrica Churrasqueira Fischer 1800w 220v com Cabo;145,57;12;12,13
Placa de Controle 110V para Adega Brastp - 326073242;168,69;12;14,05
Bandeja de preservação de alimentos criativa armazenamento reutilizável geladeira a vácuo bandeja de preservação lava-louças;109,51;5;21,9
Lente Lâmpada Original Refrigerador Tf52 Electrolux-67493865;30,27;3;10,09
Lâmpada Fogão / Geladeira Electrolux E-14 / 15w / 127v;18,93;1;18,93
Geladeira Duplex Lua de Cristal + Brinquedos Rosa Menina;161,4;1;0
Adesivo Envelopamento Prata Tipo Inox Aço Escovado Geladeira - 3mX50cm;38,37;1;0
Trava Para Porta De Geladeira Segurança Bebê Criança Ordene;33,9;1;33,9
Imã Moeda para Geladeira e Artesanato 15 x 3 mm - Pacote com 50 Peças;6,44;1;6,44
Adesivo para envelopamento Geladeiras Móveis 4M X 50CM BRANCO BRILHO;59,4;1;0
Tira Mau Cheiro Da Geladeira 40G Caixa Com 2 Unidades;22;1;22
Suporte De Geladeira/Maquina De Lavar E Fogão Inox Rodinhas;179,9;12;14,99
Refrigerador Vertical Gelopar Gptu-40pr 414l Turm, Preto;3,914,13;1;0
Lâmpada Led E14 Geladeira Electrolux 1,4W;50;1;50
Prateleira De Parede Mdf Preto 65x25 Com Suporte Invisível Para Decoração Organização;39,9;4;9,97
Mini Cooler - Nautika;57,1;1;57,1
Pastilha Termoelétrica Peltier Tec1-12706;26,8;2;13,4
Auto serviço 3 portas classic 2,00m - polofrio;8,193,15;1;0
Puxador Rastelo Carvão Brasa Para Churrasqueira Lareira;42,66;4;10,66
Kit 3 Acendedor Fogão Forno Vela Bic Lareira Mega Lighter;99,89;10;9,98
Refrigerador Comercial Inox 4 Portas GREP4P Gelopar;7,526,74;1;0
Frigobar Philco 93 litros PFG111B;1,529,91;1;0
Refrigerador Metalfrio VB40RL, Vertical, 350 litros, Branco;3,973,94;10;397,39
Kit 2 Organizadores De Geladeira Com Escorredor 5L Caixas Plásticas Para Legumes Clear Fresh OU;152,96;7;21,85
Frigobar Philco 93Litros 220V Branco PFG111B;1,495,91;1;0
Imã Decorativo Coloridos Geladeira Fotos 1 Cartelas 10 Unid;12,34;1;12,34
Freezer Horizontal Congelados Tampa Vidro 139 Lts NF20S - Metalfrio 127V;2,583,47;10;258,34
Kit 6 Porta Condimento Inox Tpero Magnético Imã Geladeira;59,27;2;29,63
Tampa Móvel de Fogão Brastp - W10577330;127,3;12;10,6
Geladeira Portátil Caminhão Van 18 Litros Bivolt 12/24V Resfriar;2,199,49;10;219,94
Geladeira Externa Portátil 75 Litros Resfri Ar;3,476,00;1;0
Mini Geladeira Retro Trivolt 4L TV007 - Multilaser;380,43;12;31,7
Mini Geladeira Portátil Frigobar 4 Litros TV009 - Multilaser;276,33;5;55,26
Tampa Gaveta Legumes Geladeira Brastp Brm/Brt W10287527;163,11;12;13,59
Limpa geladeira líquido Electrolux;36,5;1;36,5
Lâmpada 15w Mini para Microondas Geladeira Fogão E-14 127v;8,5;1;8,5
Refil Filtro de Água Geladeira Samsung Haf-Cin/Exp;168,63;8;21,07
Forma De Gelo Twister Geladeira Electrolux Db83 Db83x 70203206;129,99;12;10,83
Mini Geladeira Rosa - Skincare Fridge Océane 4l;446,7;8;55,83
Gaxeta Borracha Frigobar Consul Crc12a 78x43 C/ Encaixe;103,55;10;10,35
Kit Sensor Fusível Térmico Geladeira Electrolux Rfe38 Rfe39;61,9;6;10,31
Brinquedo Infantil Geladeira Divertida Gela Sorvetinho Menina Sweet Fantasy Faz Sorvete de Verdade + 3 anos Cardoso Toys;234,55;1;0
Interruptor 5 comandos Depurador SLIM 3 Velocidades Suggar;45,9;4;11,47
Geladeira Refrigerador Brastp 460 Litros 2 Portas Frost Free Inverse BRE59AK;6,285,87;0;0
Geladeira Frost Free Continental TC56 472 Litros Duplex Branca 110V;2,751,14;1;0
Refrigerador Electrolux Cycle Defrost 2 Portas 260 Litros DC35A 220V;2,159,19;12;179,93
Geladeira Frost Free Consul CRE44AK 397 Litros Duplex Evox 220V;3,585,34;1;0
Porta Evaporador Refrigerador Continental Rc26;47,99;4;11,99
Geladeira 18 Litros Portátil;2,299,00;10;229,9
Pé Nivelador para Geladeira e Freezer Consul- W10388134;8,2;1;8,2
Refrigerador Consul Domest 1 Porta 342 Litros Branco CRB39A;1,898,99;1;0
Bandeja Coletora Água Geladeira Brastp Consul 326065990;35;3;11,66
Refrigerador Consul CRA30F com Degelo Seco e Gavetão Hortifruti 261L 127V;1,529,00;1;0
Refrigerador Panasonic BB53 Inverter Bottom Freezer 425L 2 Portas Preto Frost Free 127V NR-BB53GV3BA;4,115,16;1;0
Lâmpada E14 15w 110v TU25 Branco Morno 3500k = Fogão Geladeira Eletrolux Electrolux Esmaltec Brastp Microondas;32,76;3;10,92
Prateleira Extragrande da Porta 77490735 Refrigerador Electrolux DC47, DFF37, DFF39, DFF40, DFF44;147,97;12;12,33
Filtro De Água Geladeira French Door Frost Free Fdi90 Fd90X;145,9;12;12,15
Termostato Refrigerador Consul Crd36 W11082463 Bivolt;120;12;10
Sensor Tperatura Refrigerador Bosch Continental;44,82;4;11,2
Placa Interface Geladeira Electrolux Df42 Rfe38 39 64500857;89,24;1;0
Tampa Caixa Frios Refrigerador Panasonic Bt54 Ad-357160;47;4;11,75
Gaxeta Borracha Refrigerador Brastp 56x116 Brf32 Encaixe;49,4;4;12,35
3 Prateleira Geladeira Refrigera Electrolux Dc45 Dc46 Dc47;184,9;12;15,4
Gaxeta / Borracha da Porta do Freezer W10223009 para Geladeira Brastp Consul BRK50N BRM50N CRD49A;167,49;12;13,95
3 Prateleiras Aço Refrigerador Electrolux DCW49 DCW50;184,9;12;15,4
Prateleira Vidro Refrigerador Panasonic Original Bh-146330-g;125;12;10,41
Prateleira do Congelador para Geladeira Consul - W10246170;38,12;3;12,7
Base do Puxador para Geladeira Brastp - 326067351;36,3;3;12,1
Porta Ovos para Geladeira Consul - W10553042;18,44;1;18,44
Kit com 03 Filtro B Estar Antiodor e Antibacteriano Para Geladeira Consul;139,9;12;11,65
Interruptor Porta Geladeira Bosch Kdn Ksu Rfct Rfge Rdn;33;3;11
Refil Filtro bbi FL-1 para Geladeira Refrigerador LG LT500P;133,38;12;11,11
Forma de Gelo para Geladeira Brastp - W10907728;111,98;11;10,18
Placa Controle Refrigerador - Ss72x Sh72b;764,91;1;0
Le Chef Geladeira Com Som E Luz Usual Brinquedos;116,75;1;0
Organizador Gaveta Geladeira 17x22x8 Cm Cristal Paramount;35,72;1;35,72
Adesivo para Envelopamento de geladeira móveis Preto fosco tamanho 61cm x 100cm;36,86;1;0
Da Geladeira ao Divã: Psicanálise da Compulsão Alimentar;49;4;12,25
Filtro Refil Para Geladeira Side By Side E Purificador Polar;34,4;1;0
Organizador de Geladeira com Bandeja Clear Fresh 30x15x7cm Ou - Natural;49,9;2;24,95
Kit 2 Organizadores De Geladeira Porta Ovos 36 Un Porta Frutas Legumes Verduras 5L Clear Fresh OU;134,79;6;22,46
Termômetro Freezer Geladeira Medidor Umidade Ar Envio Já;92,07;1;0
Organizador Geladeira Suporte Refrigerante Acrílico Grande;28,9;1;28,9
Big Ímã Para Geladeira - Bull Jock;41,65;4;10,41
Refrigerador Vertical Cervejeira 410L Porta Cega 220V Tipo Inox Gelopar Preto;4,302,22;10;430,22
Válvula Dreno Bico de Pato Curto para Geladeira - W11169693;7,25;1;7,25
Anti-mofo e Eliminador de odores Carvão Ativado Coco Babaçu 100g Geladeira cinza;23,8;1;23,8
Jogo Borracha Geladeira Bosch Porta e Freezer Rsv47;146,99;2;73,49
Válvula Dreno Bico de Pato Curto para Geladeira - W11169693;8;1;8
Imãs de Geladeira 3 Peças Azul Branco e Vermelho Le Creuset;79,35;8;9,91
Tamanco Infantil Minnie Rainbows Finina Com Mini Geladeira;113,9;5;22,78
Imã De Geladeira Magnetico oticons 4 Unidades;99,9;10;9,99
Geladeira Infantil Frozen 2 Com Acessórios - Xalingo 20009;928,1;1;0
Geladeira Infantil Meninas Original Frozen Com Acessorios;997,4;1;0
Adesivo Geladeira Envelopamento Móveis Branco 0,50x 6 Metros;67,99;1;0
Suporte Fogão e Geladeira, Madeira 50x60 Cm;144,94;12;12,07
Compressor braco 1/5+R134 - W10330848 - 110V;362,95;0;0
Frigobar Britânia BFG85B 67 Litros Banco;850,2;0;0
Borracha Porta Fogão Brastp Bfs5var Bfs6nbb By076ab Novo;63;6;10,5
Resistência Degelo Consul Crd36/39 Crg36 220v - W10295441 - W10166911;41,54;4;10,38
Resistência Calha Brastp 12w 110v - W10162532;44,92;4;11,23
Grade Extra Para Forno Grande 150 Litros;71,26;3;23,75
Termostato Modelo Rc 42600 - 2p - Bebedouro - balag 01 Peça;41,18;2;20,59
Motor Ventilador C/ Rede Sensora Electrolux Df38 70292360 70288463;144,94;12;12,07
Frigobar 67 Litros Philco PFG85PL Preto 127V;1,007,16;1;0
Kit tampa filtro secadora brastp BSI24 BSR24 BSI10 orig;80;8;10
Kit Com 2 Unidades Da Lâmpada Depurador Electrolux De60b / De60x / De80b / De80x - Tensão: 127v;61,9;3;20,63
Kit base trpe / arrate p/ fogão mueller piacere vetro;109,99;11;9,99
Resistência Superior Forno Elétrico Fischer 110v 750w;47;4;11,75
Resistência Degelo 110V Electrolux DT80X DF80 DF80X DI80X - 64684741;148,36;12;12,36
Porta Compartimento Sorveteira Brastp;67,52;6;11,25
Resistência Elétrica p/ Máquina Algodão Doce 11cm / 13cm;94,43;9;10,49
Compartimento Multiuso Brastp;42,04;4;10,51
Mesa Trabalho para Fogão Brastp - W10505402;301,05;1;0
Termostato Elétrico 30A 80 a 200°C S rosca de vedação EA5-10-36U – 250 Volts;147,47;12;12,28
Gaxeta Borracha Para Freezer Electrolux H500 Original - 2 Unidades;90;9;10
Forma de Gelo Fácil com Botão Giratório Original;104,45;10;10,44
Compressor braco 1hp 220v R404 Nt2180gk Aspera;1,765,80;12;147,15
Balcão Kappesberg Nox H767 c/ Tampo 120cm Onix/Steel;992,76;1;0
Fan refrigerador PS5 Console Traseira Optical Drive Version Jogo Console Fan-omy;128,9;12;10,74
Refrigerador/Expositor Vertical Auto Serviço 3 Portas acfm 1450L Preto Fricon;10,751,52;1;0
Adesivo Para Envelopamento Geladeiras Móveis 1M X 50CM COR LARANJA;18,66;1;0
Adesivo para envelopamento Geladeiras Móveis 4M X 50CM VERMELHO;59,67;1;0
Adesivo para envelopamento Geladeiras Móveis 6M X 50CM CINZA CLARO;85,96;1;0
Interruptor Duplo Refrigerador Electrolux Duplex Dff44;35;3;11,66
Grade prateleira preta 54x57cm para refrigerador vb50 vn50 vf50 - metalfrio;112,72;1;0
Adesivo para envelopamento Geladeiras Móveis 8M X 50CM PRETO BRILHO;117,93;1;0
Adesivo de Geladeira Pinguim com Sorvete 25x18 cm;37,99;1;0
Carrinho grande 70CM para geladeira suporte fogao E refrigerador ajustavel com rodinhas universal;153,87;12;12,82
Geladeira 41 Litros Elber Bivolt;3,250,00;10;325
Suporte de geladeira / maquina de lavar fogão inox rodinhas;199,9;12;16,65
Kit com 2 Filtro para Geladeira Brastp Side by Side;184,8;12;15,4
Adesivo De Geladeira Pinguim De Laço;45,75;1;0
Sensor 2,7k + Fusível Térmico Geladeira Brastp Consul Brm;64,4;6;10,73
Carrinho Suporte Para Geladeira Fogao Ajustavel Com Rodinha;113,59;11;10,32
Grades Geladeira Continental Rcct440 Rcct480 Rcct490 3 Peças;93,61;9;10,4
Motor Ventilador 127V Geladeira Electrolux Dfx39 Dfx42 Dw42X;106,75;10;10,67
Jogo Borracha Gaxeta Geladeira Cce Dako 350 360 380;165;12;13,75
Suporte Giratório Geladeira Fogão Freezer Prata Quality;229,9;12;19,15
Geladeira Brastp Duplex Inox 462 Litros 110V;4,139,10;1;0
Geladeira para Caminhão Climatizar Plus 84 litros - Preta;3,899,00;10;389,9
Geladeira comercial 4 portas inox krbr-4p - kofisa;5,522,29;1;0
Frigobar Geladeira Caminhão Portátil Bivolt 12/24v CAB 18 Litros Elber;2,629,49;10;262,94
Imã Moeda para Geladeira e Artesanato 8 x 3 mm - Pacote com 50 Peças;3,11;1;3,11
Trava Para Porta Geladeira Bebê Criança Joy Ordene OR92500;33,9;1;33,9
Geladeira de Brinquedo Com Freezer e Forminhas de Agua;30,5;1;30,5
Imãs de Geladeira Enfeite Botão Rosa- 12 un;17,18;1;17,18
Termômetro Digital Freezer Geladeira Aquário Chocadeira C°;27,9;1;27,9
Geladeira Sonho de Menina- Sweet Fantasy Cardoso;116,84;1;0
Geladeira De Brinquedo Com Som E Acessórios - Infantil;72,9;3;24,3
Termômetro Digital Lcd Para Chocadeira Freezer Geladeira;39;1;39
Organizador Pote Geladeira Clear Fresh Porta Mantimento 2,8L;45;2;22,5
Imãs de Geladeira Enfeite Botão Laranja - 12 uni x0;15,92;1;15,92
Adesivo Para Geladeira Pinguins Amigos;27;1;0
Kit 4 Ímãs De Geladeira Planner Porta Recados 03;39;3;13
Lâmpada Incandescente TU-22 para Geladeira/ Microondas 220v E-14 Clara;13,5;1;13,5
Lubegard Kool-it Refrigerador Para Radiadores;165,22;3;55,07
Tampa gaveta legumes prateleira multiuso w10347201 Brastp;117;11;10,63
Freezer Horizontal Ghbs-510 Tb 2Tcega 510Lt Tipo Inox 220V - Gelopar;4,599,00;10;459,9
TEC1-12705 Termoelétrico Peltier Refrigeração Sista de Refrigeração Kit Equipamentos Ventilador Refrigerador;50,6;5;10,12
Ajustável Máquina de lavar Refrigerador Suporte Base Suporte 1000kg;215,27;12;17,93
Novos Adultos Térmica Duplas Lunch Bag Crianças Menina Das Mulheres Portátil Piquenique Tote Refrigerador Saco Lancheira à Prova D' Água;37,96;1;37,96
4L Mini geladeira portátil mesa de cima refrigerador elétrico pequeno caixa de gelo;213,66;4;53,41
Refrigerador de carro de 20L, geladeira pequena multifuncional de controle de tperatura de núcleo único -12V / 24V / 220V;1,211,12;10;121,11
Distribuidor de bebidas com 3 tanques 1,7L por tanque Distribuidores giratórios de bebidas frias Suco de frutas Cilindro de resfriamento de frutas para refrigerador;198,6;9;22,06
Suporte Ajustável Para Máquina De Lavar Roupa Base Estável Para Geladeira 4 Pés Fortes;183,67;12;15,3
Suporte móvel para máquina de lavar roupa, suporte multifuncional ajustável de montag  carrinho móvel para geladeira, 2 peças;205,98;10;20,59
1000 ml 0-2200r/min Misturador Magnético Agitador com Barra de Agitador Laboratório Miniatura Velocidade Magnética Agitador 1L Mini Misturador;78,93;7;11,27
Tampa Tanquinho Colormaq Original Lcm 13-15Kg;49;4;12,25
Prateleira  mdp 25 X 100 cm branca com suporte multivisão;42,9;4;10,72
Adesivo Para Envelopamento Geladeiras Móveis TAMANHO 5M X 50CM COR BRANCO;71,55;1;0
Kit 2 Organizadores De Geladeira 5L Porta Frutas Legumes Vegetais Com Respiradouro Clear Fresh OU;141,36;7;20,19
O Que T Na Geladeira? - 1ª Ed,;60,03;1;0
Máquina de Gelo Suggar Prata 220 V;1,122,21;1;0
Filtro B Estar Anti Bactéria Geladeira Consul W10515645;42,6;4;10,65
Geladeira 31 Litros Portátil Para Caminhão Bivolt Resfriar;3,099,49;10;309,94
Geladeira Midea 480 Litros Frost Free Duplex Inox 110V;3,410,10;1;0
Geladeira Electrolux Frost Free RFE39 322 Litros Branca 110V;1,968,54;1;0
A Vida Na Porta Da Geladeira;25,69;1;0
2 Puxadores Prata Horizontal Geladeiras Bosch Ksu Ksv 36628;37,2;3;12,4
Lâmpada LED Bivolt para Geladeira - W10631936;57,59;5;11,51
Geladeira Infantil Delux Grande 41 cm;78,09;1;0
Cesto Organizador Cozinha Geladeira Armário Kit C/4Peças;144,99;7;20,71
Organizador De Ovos Clear Fresh 36 UN Porta Ovos Com Tampa E Alças Laterais Geladeira Cozinha OU;82,88;4;20,72
Armário 60 Cm Aéreo De Geladeira Ajl Móveis Cor Branco;89,1;1;0
Cooler Térmico para Carro 7 litros 12V;449,9;9;49,98
Geladeira E Microondas Kitchen Show Cozinha Brinquedo;134,9;1;0
